0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.4143009631397509,-0.48721947798919485,0.15458560161728188,1.8124135896875588,1.9835954898484942,0.9464983858740093,-0.09871974540767367,-0.015485187928062156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.17642357549020185,1.005601595895738,-0.3605338842422256,1.8124135896875588,1.9835954898484942,0.8018098129469446,-0.09871974540767367,1.160859047731383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7671481141201546,0.010387546639116091,1.6999440591958044,2.9082902717119774,-0.6256783033996821,0.5124326670928153,-0.09871974540767367,1.6563075611032436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.17642357549020185,1.005601595895738,-0.032730575058902665,0.010005580086221412,0.878970916469201,-1.3685187809590251,-0.09871974540767367,1.160859047731383,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.30038777108468,0.5079945712674271,1.3721407500124814,1.8124135896875588,1.9835954898484942,1.3805641046552033,-0.09871974540767367,-0.5745946834650218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7671481141201546,0.5079945712674271,-0.40736292841127175,0.7262454888435634,-0.19836379874105792,0.6571212400198799,-0.09871974540767367,0.29451611652807425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.062510383435131,-0.48721947798919485,0.201414645786328,-0.4119487750433207,-0.7960361531437736,-0.06632162461544329,-0.09871974540767367,-0.45004058792461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.30038777108468,-0.9848265026175058,1.231653617505343,1.8124135896875588,1.9835954898484942,0.9464983858740093,-0.09871974540767367,0.23085513436297475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.11893869382477451,0.010387546639116091,0.201414645786328,1.8124135896875588,1.9835954898484942,-0.06632162461544329,-0.09871974540767367,1.9026478833942806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.11893869382477451,-0.9848265026175058,0.9975083966601124,-1.127629533957565,-0.9861152891774903,0.5124326670928153,-0.09871974540767367,-0.6354877968403343,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11893869382477451,0.010387546639116091,0.9506793524910662,1.8124135896875588,1.9835954898484942,1.9593183963634617,-0.09871974540767367,-0.7600418923807462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.11893869382477451,1.005601595895738,0.38873082246251256,-1.127629533957565,-0.9110181419608482,-0.06632162461544329,-0.09871974540767367,0.29451611652807425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
